disease,symptom
Food allergy -- pineapple,Itching
Food allergy -- pineapple,Red eyes
Food allergy -- pineapple,Itchy eyes
Food allergy -- pineapple,Asthma
Food allergy -- pineapple,Hoarseness
Food allergy -- pineapple,Sleep disturbances
Norum disease,Low level of apolipoprotein a-ii
Norum disease,Greyish corneal dots
Norum disease,Arcus lipoides
Norum disease,Early artherosclerosis
Norum disease,Misty cornea
Norum disease,Reduced or absent lecithin: cholesterol acyltransferase
Norum disease,High triglyceride level
Norum disease,High free cholesterol level
Norum disease,High phospholipid level
Norum disease,Low level of apolipoprotein a-i
Norum disease,Hypertriglyceridemia
Norum disease,Kidney failure
Norum disease,Normochromic anemia
Norum disease,Lipid deposits in corneas
Norum disease,Vision impairments
Norum disease,Low hdl cholesterol level
Norum disease,Hemolytic anemia
Norum disease,Protein in urine
Norum disease,Corneal opacities
Norum disease,Low blood cholesterol level
Norum disease,Progressive renal failure
Norum disease,Blood in urine
Prescribed medication addiction,Nausea
Prescribed medication addiction,Loss of appetite
Prescribed medication addiction,Hallucinations
Prescribed medication addiction,Personality changes
Prescribed medication addiction,Poor school performance
Prescribed medication addiction,Restlessness
Prescribed medication addiction,Excessive amount of money spend on obtaining prescribed medications
Prescribed medication addiction,Anxiety
Prescribed medication addiction,Uncontrollable craving for prescribed medications
Prescribed medication addiction,Obsessive thoughts about prescribed medications
Prescribed medication addiction,Poor work performance
Prescribed medication addiction,Neglect of family responsibilities
Prescribed medication addiction,Headaches
Prescribed medication addiction,Forgetfulness
Prescribed medication addiction,Unusual selling of private property
Prescribed medication addiction,Neglect of personal hygiene
Prescribed medication addiction,Secrecy about use of prescribed medications
Prescribed medication addiction,Dilated pupils
Prescribed medication addiction,Rapid speech
Prescribed medication addiction,Runny nose
Prescribed medication addiction,Excessive energy
Prescribed medication addiction,Cold sweats
Prescribed medication addiction,Insomnia
Prescribed medication addiction,Confusion
Prescribed medication addiction,Glazed eyes
Prescribed medication addiction,Increased sensitivity to sounds
Prescribed medication addiction,Increased sensitivity to emotions
Prescribed medication addiction,Isolation
Prescribed medication addiction,Paranoia
Prescribed medication addiction,Mood swings
Prescribed medication addiction,Persistent cough
Prescribed medication addiction,Red eyes
Prescribed medication addiction,Auditory hallucinations
Baller-gerold syndrome,Bowed ulna
Baller-gerold syndrome,Premature fusion of sagittal skull bones
Baller-gerold syndrome,Absent radius
Baller-gerold syndrome,Absent thumbs
Endodermal sinus tumor,Nausea
Endodermal sinus tumor,Fecal incontinence
Endodermal sinus tumor,Arm pain
Endodermal sinus tumor,Night sweats
Endodermal sinus tumor,Difficulty moving eyes
Endodermal sinus tumor,Cough
Endodermal sinus tumor,Breathing difficulties
Endodermal sinus tumor,Vaginal bleeding
Endodermal sinus tumor,Walking difficulties
Endodermal sinus tumor,Double vision
Endodermal sinus tumor,Headaches
Endodermal sinus tumor,Increased serum alpha-fetoprotein level
Endodermal sinus tumor,Chest pain
Endodermal sinus tumor,Tiredness
Endodermal sinus tumor,Swelling on the buttocks
Endodermal sinus tumor,Abdominal swelling
Endodermal sinus tumor,Abdominal mass
Endodermal sinus tumor,Vision impairments
Endodermal sinus tumor,Fever
Endodermal sinus tumor,Testicular swelling
Endodermal sinus tumor,Vision problems
Endodermal sinus tumor,Shoulder pain
Endodermal sinus tumor,Hoarseness
Endodermal sinus tumor,Swelling of the brain (hydrocephalus)
Endodermal sinus tumor,Altered bowel habits
Endodermal sinus tumor,Incoordination
Blue-ringed octopus poisoning,Nausea
Blue-ringed octopus poisoning,Paresthesia
Blue-ringed octopus poisoning,Paralysis
Blue-ringed octopus poisoning,Loss of sight
Blue-ringed octopus poisoning,Death
Blue-ringed octopus poisoning,Numbness
Blue-ringed octopus poisoning,Burning sensations
Blue-ringed octopus poisoning,Slurred speech
Blue-ringed octopus poisoning,Progressive vision loss
Blue-ringed octopus poisoning,Loss of sensation around mouth
Blue-ringed octopus poisoning,Flaccid muscular paralysis
Blue-ringed octopus poisoning,Loss of ability to swallow
Blue-ringed octopus poisoning,Blurred vision
Blue-ringed octopus poisoning,Ataxia
Blue-ringed octopus poisoning,Loss of sense of touch
Blue-ringed octopus poisoning,Local ischemia
Blue-ringed octopus poisoning,Loss of speech
Kidney damage -- gasoline,Kidney dysfunction
Kidney damage -- gasoline,Kidney damage
Kidney damage -- gasoline,Proteinuria
Kidney damage -- gasoline,Impaired electrolyte balance
Kidney damage -- gasoline,Increased blood urea level
Kidney damage -- gasoline,Enzymuria
Kidney damage -- gasoline,Impaired body water balance
Kidney damage -- gasoline,Tubular necrosis
Kidney damage -- gasoline,Increased hydrogen ion level in blood
Kidney damage -- gasoline,Increased blood electrolyte level
Kidney damage -- gasoline,Increased blood pressure
Kidney damage -- neomycin,Kidney dysfunction
Kidney damage -- neomycin,Kidney damage
Kidney damage -- neomycin,Proteinuria
Kidney damage -- neomycin,Impaired electrolyte balance
Kidney damage -- neomycin,Increased blood urea level
Kidney damage -- neomycin,Enzymuria
Kidney damage -- neomycin,Impaired body water balance
Kidney damage -- neomycin,Tubular necrosis
Kidney damage -- neomycin,Increased hydrogen ion level in blood
Kidney damage -- neomycin,Increased blood electrolyte level
Kidney damage -- neomycin,Increased blood pressure
Kidney damage -- platinum,Kidney dysfunction
Kidney damage -- platinum,Kidney damage
Kidney damage -- platinum,Proteinuria
Kidney damage -- platinum,Impaired electrolyte balance
Kidney damage -- platinum,Increased blood urea level
Kidney damage -- platinum,Enzymuria
Kidney damage -- platinum,Impaired body water balance
Kidney damage -- platinum,Tubular necrosis
Kidney damage -- platinum,Increased hydrogen ion level in blood
Kidney damage -- platinum,Increased blood electrolyte level
Kidney damage -- platinum,Increased blood pressure
Kidney damage -- rifampin,Kidney dysfunction
Kidney damage -- rifampin,Kidney damage
Kidney damage -- rifampin,Proteinuria
Kidney damage -- rifampin,Impaired electrolyte balance
Kidney damage -- rifampin,Increased blood urea level
Kidney damage -- rifampin,Enzymuria
Kidney damage -- rifampin,Impaired body water balance
Kidney damage -- rifampin,Tubular necrosis
Kidney damage -- rifampin,Increased hydrogen ion level in blood
Kidney damage -- rifampin,Increased blood electrolyte level
Kidney damage -- rifampin,Increased blood pressure
Ladd syndrome,Delayed  primary tooth eruption
Ladd syndrome,Lack of index finger soft tissue
Ladd syndrome,Extra thumbs
Ladd syndrome,Finger like thumbs
Ladd syndrome,Underdeveloped tooth enamel
Ladd syndrome,Short forearms
Ladd syndrome,Nasolacrimal duct obstruction
Ladd syndrome,Underdeveloped tear duct opening
Ladd syndrome,Underdeveloped ear antihelix
Ladd syndrome,Peg-shaped front teeth
Ladd syndrome,Lack of thumb soft tissue
Ladd syndrome,Missing index finger
Ladd syndrome,Underdeveloped thenar muscle
Ladd syndrome,Short ear helix
Ladd syndrome,Finger abnormalities
Ladd syndrome,Hearing loss
Ladd syndrome,Simple ears
Ladd syndrome,Some teeth missing
Ladd syndrome,Duplication of end segment of thumb bone
Ladd syndrome,Webbing between index and middle fingers
Ladd syndrome,Short ulna
Ladd syndrome,Absent tear duct opening
Ladd syndrome,Short radius
Ladd syndrome,Sensorineural hearing loss
Ladd syndrome,Conductive hearing loss
Ladd syndrome,Missing bones in thumb
Ladd syndrome,Absent radius bone
Ladd syndrome,Broad big toes
Ladd syndrome,Cupped ears
Ladd syndrome,Clinodactyly of third and fifth fingers
Bednar's tumor,Red-brown skin lump
Bednar's tumor,Firm skin nodules
Bednar's tumor,Painless skin lump
Bednar's tumor,Red-blue skin lump
Primary angle closure glaucoma,Pain and redness
Primary angle closure glaucoma,Headaches
Primary angle closure glaucoma,Halos may be seen around bright lights
Primary angle closure glaucoma,Blurred vision
Myiasis,Painful swelling
Myiasis,Diarrhoea
Myiasis,Visual disturbances
Myiasis,Discharging wound
Myiasis,Boils
Myiasis,Meningitis
Mountain fever,Nausea
Mountain fever,Sensitivity to light
Mountain fever,Rashes
Mountain fever,Headaches
Mountain fever,Chills
Mountain fever,Sweating
Mountain fever,Malaise
Mountain fever,Abdominal pain
Mountain fever,Joint pain
Mountain fever,Muscle pain
Mountain fever,Fever
Mountain fever,Pain around the eye
Alveolar echinococcosis,Abdominal discomfort
Alveolar echinococcosis,Abdominal pain
Alveolar echinococcosis,Abdominal mass
Alveolar echinococcosis,Biliary obstruction
Alveolar echinococcosis,Liver disease
Fowl paralyses,Loss of appetite
Fowl paralyses,Paralysis
Fowl paralyses,Weight loss
Fowl paralyses,Swollen spleen
Fowl paralyses,Swollen liver
Fowl paralyses,Loss of ability to stand
Fowl paralyses,Progressive limb paralysis
Fowl paralyses,Uncoordination
Fowl paralyses,Shrunken combs
Fowl paralyses,Pale combs
Fowl paralyses,Progressive neck paralysis - less common
Fowl paralyses,Progressive wing paralysis - less common
Fowl paralyses,Internal organ tumors
Immunotactoid glomerulonephritis,Kidney dysfunction
Immunotactoid glomerulonephritis,Proteinuria
Immunotactoid glomerulonephritis,Increased blood pressure
Immunotactoid glomerulonephritis,Blood in urine
Craniosynostosis,Blindness
Craniosynostosis,Abnormal head shape
Craniosynostosis,Dysmorphic facial features
Craniosynostosis,Mental retardation
Craniosynostosis,Developmental delay
Craniosynostosis,Seizures
Craniosynostosis,Increased intracranial pressure
Ondine's curse,Acidosis
Ondine's curse,Brain damage
Ondine's curse,Shallow breathing
Ondine's curse,Hirschsprung's disease
Ondine's curse,Hypoxemia
Ondine's curse,Nocturnal hypoventilation
Ondine's curse,Dysphagia
Ondine's curse,Neuroblastoma
Ondine's curse,Hypercapnia
Ondine's curse,Night apnea
"Diabetes insipidus, neurogenic",Dilated ureters
"Diabetes insipidus, neurogenic",Irritability
"Diabetes insipidus, neurogenic",Constipations
"Diabetes insipidus, neurogenic",Dilated bladder
"Diabetes insipidus, neurogenic",Hypernatremia
"Diabetes insipidus, neurogenic",Lethargy
"Diabetes insipidus, neurogenic",Thirst
"Diabetes insipidus, neurogenic",Seizures
"Diabetes insipidus, neurogenic",Increased urination
Polyneuropathy,Prickling sensation in toes and/or fingers
Polyneuropathy,Numbness in a 'glove and stocking' distribution
Polyneuropathy,Inability to dorsi flex the foot
Polyneuropathy,Loss of ankle-jerk reflex
Polyneuropathy,'foot-slap' while walking
Polyneuropathy,Loss of knee-jerk reflex
Polyneuropathy,Burning
Polyneuropathy,Unsteady walking
Megalencephaly,Large head
Megalencephaly,Delayed development
Megalencephaly,Corticospinal dysfunction
Megalencephaly,Asymmetrical head
Megalencephaly,Convulsive disorders
Megalencephaly,Mental retardation
Megalencephaly,Large brain
Food allergy -- chestnut,Nausea
Food allergy -- chestnut,Hives
Food allergy -- chestnut,Watery eyes
Food allergy -- chestnut,Low blood pressure
Food allergy -- chestnut,Lightheadedness
Food allergy -- chestnut,Sinus pain
Food allergy -- chestnut,Eczema
Food allergy -- chestnut,Throat swelling
Food allergy -- chestnut,Cough
Food allergy -- chestnut,Swelling around lips
Food allergy -- chestnut,Tongue swelling
Food allergy -- chestnut,Facial swelling
Food allergy -- chestnut,Breathing difficulties
Food allergy -- chestnut,Sore eyes
Food allergy -- chestnut,Mouth tingling
Food allergy -- chestnut,Headaches
Food allergy -- chestnut,Itchy mouth
Food allergy -- chestnut,Lip redness
Food allergy -- chestnut,Facial redness
Food allergy -- chestnut,Skin flushing
Food allergy -- chestnut,Runny nose
Food allergy -- chestnut,Constipations
Food allergy -- chestnut,Shortness of breath or wheezing
Food allergy -- chestnut,Diarrhea
Food allergy -- chestnut,Abdominal pain
Food allergy -- chestnut,Sneezing
Food allergy -- chestnut,Itching
Food allergy -- chestnut,Red eyes
Food allergy -- chestnut,Itchy eyes
Food allergy -- chestnut,Asthma
Food allergy -- chestnut,Hoarseness
Food allergy -- chestnut,Sleep disturbances
Food allergy -- crayfish,Nausea
Food allergy -- crayfish,Hives
Food allergy -- crayfish,Watery eyes
Food allergy -- crayfish,Low blood pressure
Food allergy -- crayfish,Lightheadedness
Food allergy -- crayfish,Sinus pain
Food allergy -- crayfish,Eczema
Food allergy -- crayfish,Throat swelling
Food allergy -- crayfish,Cough
Food allergy -- crayfish,Swelling around lips
Food allergy -- crayfish,Tongue swelling
Food allergy -- crayfish,Facial swelling
Food allergy -- crayfish,Breathing difficulties
Food allergy -- crayfish,Sore eyes
Food allergy -- crayfish,Mouth tingling
Food allergy -- crayfish,Headaches
Food allergy -- crayfish,Itchy mouth
Food allergy -- crayfish,Lip redness
Food allergy -- crayfish,Facial redness
Food allergy -- crayfish,Skin flushing
Food allergy -- crayfish,Runny nose
Food allergy -- crayfish,Constipations
Food allergy -- crayfish,Shortness of breath or wheezing
Food allergy -- crayfish,Diarrhea
Food allergy -- crayfish,Abdominal pain
Food allergy -- crayfish,Sneezing
Food allergy -- crayfish,Itching
Food allergy -- crayfish,Red eyes
Food allergy -- crayfish,Itchy eyes
Food allergy -- crayfish,Asthma
Food allergy -- crayfish,Hoarseness
Food allergy -- crayfish,Sleep disturbances
Food allergy -- hazelnut,Nausea
Food allergy -- hazelnut,Hives
Food allergy -- hazelnut,Watery eyes
Food allergy -- hazelnut,Low blood pressure
Food allergy -- hazelnut,Lightheadedness
Food allergy -- hazelnut,Sinus pain
Food allergy -- hazelnut,Eczema
Food allergy -- hazelnut,Throat swelling
Food allergy -- hazelnut,Cough
Food allergy -- hazelnut,Swelling around lips
Food allergy -- hazelnut,Tongue swelling
Food allergy -- hazelnut,Facial swelling
Food allergy -- hazelnut,Breathing difficulties
Food allergy -- hazelnut,Sore eyes
Food allergy -- hazelnut,Mouth tingling
Food allergy -- hazelnut,Headaches
Food allergy -- hazelnut,Itchy mouth
Food allergy -- hazelnut,Lip redness
Food allergy -- hazelnut,Facial redness
Food allergy -- hazelnut,Skin flushing
Food allergy -- hazelnut,Runny nose
Food allergy -- hazelnut,Constipations
Food allergy -- hazelnut,Shortness of breath or wheezing
Food allergy -- hazelnut,Diarrhea
Food allergy -- hazelnut,Abdominal pain
Food allergy -- hazelnut,Sneezing
Food allergy -- hazelnut,Itching
Food allergy -- hazelnut,Red eyes
Food allergy -- hazelnut,Itchy eyes
Food allergy -- hazelnut,Asthma
Food allergy -- hazelnut,Hoarseness
Food allergy -- hazelnut,Sleep disturbances
Food allergy -- red meat,Nausea
Food allergy -- red meat,Hives
Food allergy -- red meat,Sinus pain
Food allergy -- red meat,Eczema
Food allergy -- red meat,Throat swelling
Food allergy -- red meat,Cough
Food allergy -- red meat,Swelling around lips
Food allergy -- red meat,Tongue swelling
Food allergy -- red meat,Breathing difficulties
Food allergy -- red meat,Mouth tingling
Food allergy -- red meat,Headaches
Food allergy -- red meat,Itchy mouth
Food allergy -- red meat,Lip redness
Food allergy -- red meat,Runny nose
Food allergy -- red meat,Constipations
Food allergy -- red meat,Frequent infections
Food allergy -- red meat,Shortness of breath or wheezing
Food allergy -- red meat,Diarrhea
Food allergy -- red meat,Abdominal pain
Food allergy -- red meat,Joint pain
Food allergy -- red meat,Sneezing
Food allergy -- red meat,Depression
Food allergy -- red meat,Itching
Food allergy -- red meat,Sinusitis
Food allergy -- red meat,Asthma
Food allergy -- red meat,Hoarseness
Food allergy -- red meat,Sleep disturbances
Hydatid cyst,Dysuria
Hydatid cyst,Perineum pain
Hydatid cyst,Abdominal pain
Food allergy -- pine nut,Nausea
Food allergy -- pine nut,Hives
Food allergy -- pine nut,Watery eyes
Food allergy -- pine nut,Low blood pressure
Food allergy -- pine nut,Lightheadedness
Food allergy -- pine nut,Sinus pain
Food allergy -- pine nut,Eczema
Food allergy -- pine nut,Throat swelling
Food allergy -- pine nut,Cough
Food allergy -- pine nut,Swelling around lips
